,Благотворительный фонд содействия реализации программ Лиги здоровья нации,"Акция &#8220;Волна здоровья&#8221; - Оказание высокотехнологичной медицинской помощи детям, страдающим врожденными пороками сердца, нарушениями зрения и слуха № заявки: 477",6 млн.
,Региональный Благотворительный Общественный Фонд &#8220;Иллюстрированные книжки для маленьких слепых детей&#8221;,&#8220;Книга Чуковского - слепым детям&#8221; № заявки: 502,2 млн.
,Общероссийский союз общественных объединений &#8220;Национальный комитет по просветительству в сфере здоровья нации&#8221;,Создание единой образовательно- просветительской мультикомплексной системы по профилактике в сфере здравоохранения для социально-незащищенных  категорий граждан № заявки: 513,1 млн.
,Автономная некоммерческая организация &#8220;Катаржина&#8221;,Межрегиональные реабилитационные курсы по обучению инвалидов воинской службы активному образу жизни на коляске. № заявки: 518,4 млн.
,Общероссийская общественная организация &#8220;Российский Союз ветеранов Афганистана&#8221;,"Создание единой персонифицированной межрегиональной информационно-аналитической базы данных и интернет-сайта, отражающих потребности в конкретной социальной поддержке и социальном обслуживании ветеранов боевых действий, членов их семей, членов семей погибших № заявки: 526","2,1 млн."
,Некоммерческое партнерство «Национальная Инва-Академия искусств и социальной реабилитации подрастающего поколения»,"«Социальная поддержка детей-инвалидов, сирот и детей, пострадавших от военных действий и террористических актов средствами искусства и художественного творчества» № заявки: 529",2 млн.
,"Общероссийская общественная организация &#8221; Национальный гражданский комитет по взаимодействию с правоохранительными, законодательными и судебными органами&#8221;","&#8220;Социальная и духовная поддержка ветеранов войны и военных действий, сотрудников правоохранительных органов и спецслужб, членов семей погибших защитников Отечества&#8221; № заявки: 530","4,010,905"
,Некоммерческое партнерство «Аналитическо-информационный культурно-деловой центр «Феникс»,"«Компьютерная грамотность, как реализация права детей-инвалидов на социализацию и профилизацию в аспекте дистанционного и инклюзивного образования» № заявки: 534","1,3 млн."
,Негосударственное учреждение &#8220;Культурно-спортивный реабилитационный комплекс&#8221;Всероссийского ордена Трудового Красного Знамени общества слепых&#8221;,Всероссийский культурно-спортивный фестиваль инвалидов по зрению № заявки: 537,500 тыс.
,Автономная некоммерческая организация &#8220;Педагогический центр &#8220;Каникулы&#8221;,Историко-патриотическое мероприятие  &#8220;Дорогами Великой Победы&#8221; в Подмосковье по местам боев Второго кавалеристского корпуса Героя Советского Союза генерал-майора Л.М. Доватора № заявки: 541,1 млн. 383 тыс.
,Некоммерческое партнерство профессиональных инструкторов по спорту &#8220;Национальная Лига Инструкторов&#8221;,&#8220;Сделаем детский спорт доступным&#8221; - &#8220;Горнолыжный спорт - ДЕТЯМ!&#8221; № заявки: 604,800 тыс.
,Региональная общественная организация инвалидов «Птица счастья»,Программа поддержки многодетных семей  «Большая семья – крепкая держава!» № заявки: 609,490 тыс.
,Региональная общественная организация &#8220;Московское объединение детей-инвалидов и их семей &#8220;Пересвет&#8221;,Создание физкультурно-досугового центра для детей с ограниченными возможностями № заявки: 628,670 тыс.
,"Автономная некоммерческая организация «Общедоступный Православный Университет, основанный протоиереем Александром Менем»",&#8220;Профилактика социального сиротства&#8221; - Помощь детям-сиротам в их личностном и гражданском становлении. № заявки: 629,1 млн. 330 тыс.
,Российская общественная организация инвалидов силовых структур,&#8220;Помощь и поддержка инвалидов военной службы и членов семей погибших воинов&#8221; в 2009 году. № заявки: 650,750 тыс.
,Общероссийская молодежная общественная организация «Преемники»,"«Конкурс благотворительных программ» - Проведение всероссийского конкурса на лучшую благотворительную программу, реализованную силами молодежи № заявки: 660",1 млн. 150 тыс.
,Межрегиональная общественная организация инвалидов &#8220;Московская диабетическая ассоциация больных сахарным &#8220;МДА&#8221;,"Оказание адресной медико - социальной помощи малоимущим и незащищенным слоям населения, страдающим сахарным диабетом № заявки: 676",2 млн.
,Фонд «Национальный фонд защиты детей от жестокого обращения»,"«Слышать ребенка» - Организация психологической помощи детям в трудной жизненной ситуации и детям, пострадавшим от жестокого обращения и насилия, по «Телефону доверия». № заявки: 687",10 млн.
,Некоммерческая организация Фонд развития Экотуризма &#8220;Дерсу Узала&#8221;,"Новые подходы к организации эколого-психологических образовательных программ для детей из детских домов, школ интернатов и патронажных семей-шаг за шагом к социальной адаптации № заявки: 689",1 млн. 600 тыс.
,Региональная благотворительная общественная организация &#8221; Московский конноспортивный клуб инвалидов&#8221;,"Социально-психологическая реабилитация и адаптация инвалидов в общество, через занятия конным спортом по программе Паралимпийских и Специальных Олимпиад № заявки: 785",450 тыс.
,Региональная молодежная общественная организация &#8220;Баскетбольный клуб &#8220;Глория&#8221;,&#8220;Баскетбольный клуб как вершина спортивного мастерства&#8221; - Вовлечение в занятия спортом детей из малообеспеченных и социально незащищенных семей № заявки: 932,500 тыс.
,"Региональная общественная организация «Православие, Армия, Отечество»","&#8220;НАШЕ БУДУЩЕЕ&#8221; - Духовно-нравственное воспитание подрастающего поколения. Адресная материальная помощь социально-неблагополучным детям, инвалидам, ветеранам. № заявки: 933",1 млн.
,Некоммерческое партнерство &#8220;Объединение санаторно-курортных и оздоровительных организаций &#8220;Соцздрав&#8221;,&#8221; Дискриминация в сфере труда :Разработка механизмов защиты и оказания практической помощи пострадавшим&#8221; № заявки: 934,1 млн.
,"Благотворительный фонд помощи детям, оставшимся без попечения родителей «Волонтеры в помощь детям-сиротам»",Создание профессиональной площадки общественного участия в решении проблем социального сиротства «Волонтерский Центр» № заявки: 958,900 тыс.
,Международный Союз общественных объединений &#8220;Международный центр социально-правовых и интеллектуальных программ&#8221;,"Организация Службы мобильной экстренной правовой помощи малоимущим категориям граждан, проживающих в Кемеровской обл. и г. Кемерово. № заявки: 976",1 млн. 250 тыс.
,Межрегиональный благотворительный общественный Фонд содействия реабилитации  инвалидов &#8220;Преодоление&#8221;,Комплексная программа: &#8220;Основы независимой  (самостоятельной) жизни человека на  инвалидной коляске&#8221; № заявки: 986,900 тыс.
,Региональная общественная благотворительная организация инвалидов - ПараАртийский Центр &#8220;Иван да Марья&#8221;,"Жизнь, как распластанная птица: подняться хочет и не может (Поддержка параартийцев в их творческой и социальной реабилитации) № заявки: 1011",455 тыс.
,Региональная общественная организация поддержки молодежных программ и содействия социальным инициативам &#8220;МИР - 2000&#8243;,&#8220;Школа имиджа и начального профессионального мастерства&#8221;.Программа повышения адаптационных возможностей малоимущих и социально незащищенных категорий граждан через коррекцию социального поведения. № заявки: 1016,1 млн.
,Московское городское отделение общероссийского благотворительного фонда &#8220;Российский фонд милосердия и здоровья&#8221;,Программа психологической помощи для социально незащищенных категорий граждан ( обучение  методам психофизиологической  саморегуляции) № заявки: 1017,3 млн.
,Некоммерческая организация благотворительный фонд помощи детям-сиротам &#8220;Здесь и сейчас&#8221;,"&#8221; Шаг в социум&#8221; - Организация комплексной поддержки семей, принимающих ребенка с отклонениями в развитии из коррекционного интерната. № заявки: 1023",510 тыс.
,Межрегиональная общественная организация &#8220;Объединение слабослышащих&#8221;,Социальный проект &#8220;Программа  социально-психологической адаптации и  предпрофессиональной подготовки людей с нарушением слуха &#8220;Как прекрасен этот мир&#8221; № заявки: 1024,2 млн.
,Благотворительный фонд «Новая жизнь»,"Оказание оздоровительно-физкультурных и консультационных услуг, лицам с ограниченными возможностями № заявки: 1040",700 тыс.
,Общероссийская общественная организация «Союз социальных педагогов и социальных работников»,"«Ресурсно-информационные центры в поддержку ветеранов, пенсионеров и инвалидов, проживающих в сельской местности» № заявки: 1044",1 млн. 500 тыс.
,Автономная некоммерческая организация &#8220;Лаборатория социальной рекламы&#8221;,Осторожно: дети! - комплексная информационно-правовая профилактическая кампания по технике безопасности и выживанию при опасности криминального насилия над детьми. № заявки: 1046,6 млн. 800 тыс.
,Некоммерческое партнерство содействия защите прав женщин «Женская Солидарность»,"«Предупреждение отказов от новорожденных детей, как профилактика социального сиротства и защита права ребенка на семью» № заявки: 1053",1 млн. 500 тыс.
,Региональный благотворительный общественный фонд &#8220;Знание&#8221; им.С.И.Вавилова,"Благотворительный просветительский проект научной популяризации инновационных проектов  интеллектуальной и социальной поддержки научной и творческой интеллигенции, деятелей культуры и искусства, ветеранов и молодёжи «Трибуна Академии наук в Политехническом № заявки: 1070",3 млн.
,Общероссийская общественная организация &#8220;Всероссийское общество охраны природы&#8221;,"Создание информационно-коммуникативного ресурса для привлечения внимания детей и подростков, в том числе детей и подростков с физическими отклонениями, к проблемам охраны природы и их вовлечению в деятельность по охране природы № заявки: 1083",3 млн.
,Региональная общественная организация поддержки социальной деятельности Русской Православной Церкви &#8220;Милосердие&#8221;,&#8220;Автобус Милосердия - Спасение замерзающих&#8221; - Комплексная программа по профилактике переохлаждения и устранению последствий воздействия низких температур в холодное время года у социально незащищённых групп населения № заявки: 1084,840 тыс.
,Благотворительный Фонд &#8220;Семья и детство&#8221;,"Служба помощи социально незащищенным и малоимущим беременным женщинам, оказавшимся в трудной жизненной ситуации № заявки: 1092",1 млн. 290 тыс. 560
,Благотворительный фонд Центрального федерального округа «Поддержка детей и семей в трудной жизненной ситуации»,"Помещение социально-бытовой ориентации в &#8220;Ярцевская специальная (коррекционная) общеобразовательная школа-интернат VII - VIII видов для детей-сирот и детей, оставшихся без попечения родителей&#8221; № заявки: 1110",500.585
,Общероссийская общественная организация инвалидов - Российский союз инвалидов,"&#8220;ПОБЕДИМ СУДЬБУ ВМЕСТЕ!&#8221; - Выявление   детей-инвалидов, одарённых  в области математики и информатики  и предоставление им возможности  для полноценной реабилитации и личностно-профессионального роста. № заявки: 1113",570 тыс.
,Благотворительный фонд &#8220;Защита детей от насилия&#8221;,"&#8220;Возвратим улыбку детям, 2009&#8243; - Оказание психологической, медицинской и социальной помощи  детям и подросткам до 18 лет, пострадавшим от различных видов насилия, из социально незащищенных слоев населения. № заявки: 1117",795 тыс.
,Региональный благотворительный общественный фонд по работе с несовершеннолетними группы социального риска &#8220;ОТКЛИК&#8221;,&#8220;Комплексная медико-образовательная программа &#8220;Ребенок в безопасном мире&#8221; № заявки: 1118,3 млн.
,Некоммерческое партнерство &#8220;Межрегиональный центр социальных информационных программ&#8221;,Информационное обеспечение адресной благотворительной помощи малоимущим и социально незащищенным категориям граждан № заявки: 1119,1 млн. 500 тыс.
,Общероссийская общественная организация &#8220;Объединение многодетных семей России&#8221;,&#8220;Правовая поддержка многодетных семей России&#8221; № заявки: 1120,2 млн.
,Региональная общественная организация инвалидов &#8220;ИРИС&#8221;,&#8220;Новые возможности&#8221; - Содействие созданию благоприятных условий для успешной образовательной интеграции детей с нарушением зрения. № заявки: 1140,"440,5"
,Некоммерческое партнерство «Содружество выпускников и преподавателей «Клуб 4Ф»,Создание условий для дистанционного обучения детей с ограниченными возможностями № заявки: 1143,1 млн. 500 тыс.
Московская область,,
,Организация,Проект,"Сумма, руб."
,Местная немецкая национально-культурная автономия г. Железнодорожный  Московской области,Формирование образовательной системы на территории Московской области по выявлению и оказанию образовательных услуг инвалидов и лицам с ОФВ. № заявки: 81,977.288
,Московская областная общественная организация &#8220;Подмосковье&#8221; Общероссийской общественной организации  инвалидов войны в  Афганистане,&#8220;Они сражались за Родину&#8221; (благоустройство мест захоронений инвалидов боевых действий в Афганистане) № заявки: 195,750 тыс.
,Межрегиональная общественная организация вдов защитников Родины (ветеранов войны и военной службы) и женщин-ветеранов,"&#8220;Санаторий на дому&#8221; (для одиноких и одиноко проживающих вдов участников Великой Отечественной войны, вдов ветеранов военной службы и женщин-ветеранов силовых министерств) № заявки: 241",450 тыс.
,Московская областная общественная благотворительная организация &#8220;Обновление&#8221;,"Информационно-просветительская, социальная  культурно-досуговая  деятельность  для малообеспеченных  семей  и  семей, попавших  в трудную жизненную  ситуацию  на территории  пос. Ново-Ивановское, пос. Немчиновка, пос. Немчиново, дер.Сколково, Одинцовского района № заявки: 304",800 тыс.
,"Общественная благотворительная организация «Клуб Героев Советского Союза, Героев Российской Федерации и полных кавалеров ордена Славы города Жуковского»","Адресная социальная, психологическая и юридическая помощь малоимущим бывшим и действующим членам лётно-испытательного состава и семьям погибших № заявки: 442",470 тыс.
,Ногинская районная общественная организация Всероссийское общество инвалидов,Создание центра трудовой реабилитации инвалидов на базе производственного участка ООО &#8220;Забота&#8221; № заявки: 479,490 тыс.
,Местная  православная религиозная организация прихода Успенской церкви города Видное Московской области,"Проект развития медико-реабилитационного Комплекса социальной адаптации, творчества и дневного пребывания детей и подростков &#8220;Город радости&#8221; на территории Успенской церкви г. Видное № заявки: 485",1 млн.
,Межрегиональная общественная организация инвалидов войны и труда &#8220;Демиург&#8221;,Разработка методики общественной оценки мер социальной поддержки ветеранов и инвалидов войны и труда в целях методического обеспечения повышения эффективности социальной политики и частной благотворительности № заявки: 665,2 млн.
,Негосударственное учреждение социального обслуживания &#8220;Православный детский социально-реабилитационный центр &#8220;ПОКРОВ&#8221;,"Помощь детям и их семьям, находящимся в социально-опасном положении № заявки: 994",420 тыс.
,Московское областное  отделение Всероссийской общественной организации ветеранов &#8220;Боевое братство&#8221;,"&#8220;Мы помним все, мы помним всех…!&#8221;Социальная реабилитация членов семей погибших Защитников Отечества средствами культуры и искусства. № заявки: 1089",1 млн. 400 тыс.
,Домодедовское районное отделение Московского областного отделения  ВОО ветеранов локальных войн и военных конфликтов &#8220;Боевое братство&#8221;,"&#8220;Детство мое - Армия, дружная семья&#8221;- Защита законных прав и интересов находящихся на воспитании (попечении) в воинской части детей, оставшихся без родительского тепла № заявки: 1129",946 тыс.
Мурманская область,,
,Организация,Проект,"Сумма, руб."
,Мурманское региональное отделение Общероссийской общественной организации инвалидов &#8220;Всероссийское ордена Трудового Красного Знамени общество слепых&#8221;,Понять и помочь! - Обеспечение слепых и слабовидящих тифлотехническими средствами реабилитации № заявки: 164,340 тыс.
,Общественная организация &#8220;Мурманский социально-благотврительный клуб родителей родителей и детей-инвалидов &#8220;Надежда&#8221;,Преодоление социальной изоляции молодых инвалидов и привитие им навыков самостоятельной жизни № заявки: 224,590 тыс.
,Мурманская областная общественная благотворительная организация «Гуманитарный институт Севера»,«Преодоление» (проект по социальной мобильности инвалидов-колясочников) № заявки: 377,1 млн.
,"Мурманская молодёжная областная организация Клуб молодых инвалидов, их законных представителей, инвалидов детства &#8220;Валентина-плюс&#8221;","&#8220;Мы сможем, вместе мы сумеем&#8221; - через активную деятельность самих общественных организаций помочь интеграции молодых людей с инвалидностью в общество. № заявки: 378",450 тыс.
,Мурманская региональная общественная благотворительная организация многодетных семей и инвалидов &#8220;Радуга&#8221;,&#8220;Центр временного пребывания и развития детей&#8221; № заявки: 839,1 млн. 250 тыс.
Нижегородская область,,
,Организация,Проект,"Сумма, руб."
,Некоммерческая  организация &#8220;Фонд возрождения Собора Рождества Пресвятой Богородицы в п. Катунки&#8221;,&#8220;Наработка программы мероприятий и создание пилотного информационно-консультативного центра по социальной реабилитации малоимущих и социально незащищенных категорий граждан&#8221; № заявки: 406,3 млн.
,Учреждение Нижегородский областной центр социально-трудовой и психологической реабилитации инвалидов по зрению «Камерата» ОООИ-РАНСиС,Новейшие технологии доступа к информации на службу незрячим людям № заявки: 496,305 тыс.
,Нижегородский Региональный Общественный Фонд Социального Содействия &#8220;Партнер&#8221;,"Программа мероприятий социального проекта в сфере поддержки и социального обслуживания инвалидов, направленных на их социальную интеграцию и адаптацию, увеличение уровня социальной их защищенности. № заявки: 663",4 млн. 500 тыс.
,Нижегородский благотворительный фонд &#8220;Пища для жизни&#8221;,&#8220;Пища для жизни&#8221; - Обеспечение малоимущих и социально незащищённых граждан  качественным полноценным диетическим   питанием № заявки: 677,430 тыс.
,Нижегородская региональная благотворительная общественная организация инвалидов &#8220;Забота&#8221;,&#8220;На пути к успешному будущему&#8221;- Повышение конкурентоспособности в социуме воспитанников детских домов путем  внедрения новых  технологий комплексной социальной адаптации. № заявки: 818,600 тыс.
,Нижегородская региональная общественная организация социальной адаптации ветеранов боевых действий и содействие охране общественного порядка «Ратник»,"Культурно патриотическая акция «Вечера памяти «Помяни нас, Россия…» - Привлечение общественного внимания к судьбам людей, потерявших на войне здоровье и близких, оказание им моральной и финансовой поддержки № заявки: 923",1 млн.
,Нижегородская региональная общественная организация инвалидов &#8220;Социальная реабилитация&#8221;,"&#8220;Новые горизонты&#8221; - Создание эффективной площадки для оказания людям с ограниченными возможностями услуг в сфере профессиональной ориентации и мотивации, дополнительного обучения. № заявки: 988",660 тыс.
,Нижегородское региональное отделение Всероссийской общественной организации &#8220;Молодая Гвардия Единой России&#8221;,Благотворительный проект в поддержку  детей-сирот «МЫ есть» № заявки: 1131,510 тыс.
,"Нижегородская  региональная общественная организация  культурно, социально-трудовой реабилитации  инвалидов опорников и колясочников &#8220;Инватур&#8221;","&#8220;Радиус&#8221; - Формирование активной жизненной позиции молодых инвалидов, родителей детей-инвалидов, толерантного отношения к людям с ограниченными возможностями. № заявки: 1154",750 тыс.
Новгородская область,,
,Организация,Проект,"Сумма, руб."
,"Новгородская областная общественная организация помощи приемным семьям, детям-сиротам и семейным детским домам &#8220;Новая семья&#8221;",&#8220;Приемная семья - теплый дом&#8221;. Создание областного центра поддержки   приемным  и опекунским семьям для содействия семейному устройству детей-сирот и  их культурно-патриотическому воспитанию. № заявки: 759,500 тыс.
Новосибирская область,,
,Организация,Проект,"Сумма, руб."
,Автономная некоммерческая организация &#8220;Академия инновационного образования&#8221;,Фестиваль зимних видов спорта &#8220;Белый медведь&#8221; для воспитанников детских домов № заявки: 51,340 тыс.
,Городская общественная организация инвалидов &#8220;Общество &#8220;ДАУН СИНДРОМ&#8221;,Арт - терапевтическая мастерская для людей с синдромом Дауна № заявки: 134,715 тыс.
,Новосибирское областное отделение Общероссийской общественной организации &#8220;Российский Красный Крест&#8221;,Приёмная семья - эффективная модель жизнеустройства безнадзорных детей - 2-ой этап. № заявки: 210,440 тыс.
,Городская общественная организация Центр семейного образования и воспитания &#8220;Семья и дети&#8221;,Клуб выпускников детских домов &#8220;В кругу друзей&#8221; № заявки: 334,600 тыс.
,Новосибирская областная общественная организация ветеранов-пенсионеров педагогического труда,Искусство победить старость.(Создание информационно-образовательной среды для поддержания социальной активности ветеранов педагогического труда) № заявки: 487,1 млн. 500 тыс.
,Некоммерческое партнерство по развитию социальных программ &#8220;Достояние Сибири&#8221;,Разработка и реализация программы по выявлению и продвижению талантливых детей и молодежи в возрасте от 10 до 25 лет из социально незащищенных слоев населения территорий Сибири № заявки: 711,4 млн.
,Межрегиональная общественная организация &#8220;Лига избирательниц Сибири&#8221;,"&#8220;Счастливое детство в новой России&#8221; - Адаптация детей из детских домов к современным условиям жизни, освоение ими компьютерной грамотности и раскрытие талантов ребенка. № заявки: 713",2 млн. 530 тыс.
,Новосибирская областная организация Общероссийской общественной организации инвалидов «Всероссийское ордена Трудового Красного Знамени общество слепых»   -,"&#8220;От социальной востребованности к качеству услуг&#8221; - Внедрение социальных технологий высокого качества, направленных на решение проблем незрячих и слабовидящих граждан. № заявки: 717",430 тыс.
,Фонд  поддержки и развития творческих инициатив Сибири,"&#8220;Создание условий для социальной адаптации женщин, находящихся в сложной жизненной ситуации» или как стать бизнес-леди Сибирского уезда?» № заявки: 773",390 тыс.
,Благотворительный фонд &#8220;Дети России - Будущее Мира&#8221;,Общественный Центр взаимопомощи выпускников детских домов № заявки: 809,970 тыс.
,Корпоративный благотворительный фонд &#8220;Катрен&#8221;,&#8220;Моя рабочая семья&#8221; - Социальная адаптация в обществе выпускников детских домов через организацию преемственности учреждений«детский дом – ПТУ – предприятие» № заявки: 1000,800 тыс.
,"Некоммерческий Фонд &#8220;Культурно-просветительский и выставочный центр художественных ремёсел &#8220;Сибирский Вернисаж&#8221;""",Надомные художественно-ремесленные мастерские как способ организации женского труда. № заявки: 1099,440 тыс.
Омская область,,
,Организация,Проект,"Сумма, руб."
,Общественная организация Октябрьского Адм. округа г. Омска Омской областной организации ООО &#8220;ВОИ&#8221;,Служба помощи инвалидам № заявки: 101,400 тыс.
,Омская региональная общественная организация общество &#8220;Милосердие&#8221;.,&#8220;Правовая поддержка здоровья&#8221; - Создание системы просвещения граждан региона по вопросам их прав на получение полноценной медицинской помощи  путем вовлечения в этот процесс студентов медицинских и юридических специальностей. № заявки: 752,300 тыс.
Оренбургская область,,
,Организация,Проект,"Сумма, руб."
,Кувандыкская Районная организация Оренбургский  областной организации Общероссийской общественной организации &#8220;Всероссийское общество инвалидов&#8221;,"Восстановление и расширение  имеющейся производственной базы, создание рабочих мест для инвалидов № заявки: 446",1 млн.
,Бузулукское районное  отделение Оренбургской областной общественной организации &#8220;Всероссийское  общество инвалидов&#8221;,"Центр поддержки, адаптации и социально-культурной реабилитации инвалидов &#8220;НАДЕЖДА&#8221; № заявки: 805",6 млн. 445 тыс.
Орловская область,,
,Организация,Проект,"Сумма, руб."
,Региональный фонд социальной поддержки населения,"Спортивно-социальная реабилитация детей, находящихся в зоне социального риска № заявки: 62",2 млн. 200 тыс.
,"Орловская областная организация Всероссийской общественной организации ветеранов (пенсионеров) войны , труда, вооруженных сил и правоохранительных органов",&#8220;Поддержка и социальное обслуживание малоимущих и социально незащищенных категорий граждан&#8221; № заявки: 109,900 тыс.
,Региональная общественная организация &#8220;Союз женщин Орловской области&#8221;,"&#8220;Судьба семьи - судьба России&#8221; - Повышение и укрепление статуса семьи на основе комплексной адресной поддержки многодетных, опекунских и приемных семей № заявки: 517",250 тыс.
,Орловское региональное отделение Общероссийского общественного благотворительного фонда &#8220;Российский детский фонд&#8221;,"&#8220;Судьба семьи - судьба России&#8221; - Адресная помощь многодетным, приемным семьям, семьям с детьми-инвалидами, малообеспеченным неполным семьям. № заявки: 641",900 тыс.
