207,926,Региональная общественная организация инвалидов военной службы   &#8220;Союз инвалидов вооруженных сил Свердловской области&#8221;,"Оказание адресной благотворительной помощи гражданам Свердловской   области, потерявшим работу и ставшими безработными в связи с мировым   экономическим кризисом.",Свердловская область,"6 011 250,00"
208,936,Региональная общественная   организация  &#8220;Ветераны военной   контрразведки&#8221;,"&#8220;Никто не забыт, ничто не   забыто&#8230;&#8221; (меры по социальной поддержке участников ВОВ, увековечение памяти   участников ВОВ, благоустройство мест захоронений военных контрразведчиков).",г.   Москва,"6 517   773,00"
209,939,Архангельское областное отделение Всероссийской общественной   организации ветеранов &#8220;Боевое братство&#8221;,"&#8220;ОНЕГА&#8221;: адресная поддержка граждан, потерявших работу в   результате негативного изменения экономической ситуации (предоставление   денежных выплат, натуральной помощи, социальных услуг).",Архангельская область,"12 757 500,00"
210,946,Автономная некоммерческая организация содействия молодой семье   &#8220;Венец&#8221;,"Адресная социальная поддержка семей, оставшихся без работы в   Приморском крае.",Приморский край,"4 777 500,00"
211,947,Региональное Отделение Общероссийской   общественной организации &#8220;Союз пенсионеров России&#8221; по Астраханской   области,&#8220;ГРУППА ПОМОЩИ&#8221;. Оказание   психологической и материальной поддержки социально незащищенным категориям   пенсионеров в условиях финансово-экономического кризиса.,Астраханская   область,"672   000,00"
212,948,Общественная организация &#8220;Федерация   спортивного ориентирования Тюменской области&#8221;,&#8220;Спортивное ориентирование - новые   возможности для всех&#8221;: создание условий для занятий спортивным   ориентированием лиц с ограниченными физическими возможностями.,Тюменская   область,"200   000,00"
213,956,Тульская региональная общественная   организация &#8220;Православный центр духовного возрождения&#8221;,"«Росток»: социальная и   духовно-нравственная помощь детям, находящимся в трудных жизненных   обстоятельствах (благотворительные праздники, детские лагеря, организация   посещений и изучения исторических и памятных мест).",Тульская   область,"850   000,00"
214,959,Тульская региональная общественная   организация &#8221;Центр социальной реабилитации инвалидов &#8221;Березень&#8221;,&#8220;Познаем историю - познаем свое   будущее&#8221; (приобщение людей с ограниченными возможностями к истории   родного края как неотъемлемая часть социальной реабилитации людей с   ограниченными возможностями).,Тульская   область,"500   000,00"
215,972,Владимирская областная общественная   организация &#8220;Ассоциация родителей детей-инвалидов &#8220;Свет&#8221;,"«Каждый инвалид имеет право на труд»:   повышение профессиональной,  деловой и   социальной активности родителей, воспитывающих ребенка-инвалида, и молодых   людей с ограниченными физическими возможностями.",Владимирская   область,"400   000,00"
216,975,Региональная общественная организация   инвалидов &#8220;СТРАТЕГИЯ&#8221;,"Оказание адресной помощи инвалидам в   получении ИТ-образования по востребованным специальностям с использованием   дистанционных технологий (материальная помощь, содействующая их   трудоустройству).",г.   Москва,"800   000,00"
217,983,Региональный общественный фонд инвалидов-колясочников   &#8220;Общество без барьеров&#8221;,"&#8220;Я работать бы пошел, пусть меня   научат&#8221;. Обучение инвалидов-колясочников навыкам изготовления изделий   народно-прикладного творчества с целью их самореализации и дальнейшего   трудоустройства.",Республика   Бурятия,"300 000,00"
218,984,Некоммерческая организация Фонд развития   экономических и гуманитарных связей &#8220;Москва-Крым&#8221;,"Поддержка социально незащищенных,   малоимущих, потерявших работу слоев населения: адресная материальная помощь   ветеранам и инвалидам ВОВ, приобретение медицинских приборов, организация   лечения.",г.   Москва,"2 000   000,00"
219,985,"Общероссийская общественная организация   «Национальный Гражданский Комитет по взаимодействию с правоохранительными,   законодательными и судебными органами»","«Социальная и духовная поддержка   ветеранов войны и участников боевых действий, детей-сирот и детей,   пострадавших от военных действий»",г.   Москва,"3 500   000,00"
220,986,Автономная некоммерческая организация «Республиканский общественный   социальный центр»,"Социальная адресная поддержка граждан, оставшихся без работы в связи   с кризисом в Республике Дагестан (г. Дагестанские Огни)",Республика Дагестан,"1 658 500,00"
221,988,Религиозная организация - Московская   Марьинорощинская Еврейская Община,Программа комплексного годового   медицинского обслуживания малообеспеченных жителей города Москвы и Московской   области.,г.   Москва,"6 000   000,00"
222,989,"Ивановская областная общественная   организация «Общественный комитет защиты детства, семьи и нравственности»",&#8220;Кризисный Центр   &#8220;Колыбель&#8221;. Создание и развитие Кризисного Центра   &#8220;Колыбель&#8221; для женщин с целью решения острых социальных и   демографических проблем.,Ивановская   область,"700   000,00"
223,1001,Алтайская региональная организация Общероссийской общественной   организации инвалидов войны в Афганистане,"&#8220;Адресная материальная помощь лицам, потерявшим работу в связи с   экономическим кризисом в Алтайском крае&#8221;.",Алтайский край,"23 178 750,00"
224,1002,Благотворительный фонд социальной   поддержки населения &#8220;ЭСКО&#8221;,Социально-ориентированная   просветительская программа &#8220;Россия - страна материнская&#8221; (в рамках   проекта &#8220;Культурно-историческое наследие России в памятных датах):   комплекс социальных и просветительских мероприятий.,г.   Москва,"3 800   000,00"
225,1004,"Региональная общественная организация   «Православие, Армия, Отечество».","&#8220;НАШЕ БУДУЩЕЕ&#8221;: укрепление   духовно-нравственных начал в жизни российского общества, лучших традиций   православия и верного служения Отечеству.",г.   Москва,"1 000   000,00"
226,1005,Республиканская молодежная общественная   организация - Мордовское республиканское патриотическое объединение   &#8220;Поиск&#8221;,"&#8220;Тимуровцы - ветеранам&#8221;:   духовно-нравственное и патриотическое воспитание молодежи, улучшение   социального положения ветеранов.",Республика   Мордовия,"500   000,00"
227,1009,Нижегородская областная общественная   организация  &#8221;Семейный центр   &#8220;Лада&#8221;,&#8220;Два детства - один мир&#8221;:   создание интеграционной гостиной для общения семей с детьми-инвалидами и   семей со здоровыми детьми с привлечением к работе студентов-волонтеров.,Нижегородская   область,"400   000,00"
228,1012,Региональная общественная организация по   оказанию помощи социально незащищенным слоям населения и содействию в защите   прав и интересов нуждающихся в помощи лиц &#8220;Содействие&#8221;,Поддержка и развитие благотворительных   проектов. Создание информационной площадки для методической поддержки НКО и   эффективного ведения благотворительных проектов.,г.   Москва,"5 020   000,00"
229,1020,Московская областная общественная   благотворительная организация &#8220;Обновление&#8221;,"Поддержка в период кризиса  малообеспеченных семей и семей, попавших в   трудную жизненную ситуацию (на территории Московской области).",Московская   область,"870   000,00"
230,1034,Саранская городская детская   экологическая общественная организация «Зеленый мир»,"&#8220;Живая сила родника&#8221;:   формирование экологической культуры, гуманно-ориентированной жизненной   позиции, чувства национального единства у населения посредством изучения и   благоустройства родников родного края.",Республика   Мордовия,"400   000,00"
231,1036,Некоммерческая организация   &#8220;Национальный Фонд &#8220;Общественное признание&#8221;,&#8220;В поддержку членов семей (детей и   вдов) погибших военнослужащих и сотрудников правоохранительных органов и   спецслужб&#8221; (духовная поддержка и социальная реабилитация).,г.   Москва,"3 500   000,00"
232,1039,"Челябинская региональная общественная   организация ветеранов войны, боевых действий и военной службы&#8221; Защитник   Отечества&#8221;","Поддержка и социально-правовое   обслуживание ветеранов и инвалидов войны, боевых действий и военной службы в   год 65-летия Победы в Великой Отечественной войне.",Челябинская   область,"700   000,00"
233,1046,Межрегиональная общественная организация   инвалидов &#8220;Пилигрим&#8221;,"&#8220;Шаг навстречу&#8221;: организация   комплекса мероприятий, направленных на оказание адресной социальной поддержки   семьям, воспитывающим ребенка с ограниченными возможностями",г.   Москва,"3 000   000,00"
234,1073,Некоммерческое партнерство   &#8220;Гражданская комиссия по качеству и    безопасности жилых помещений&#8221;,"&#8220;Солнце, воздух и вода - детям   лучшие друзья!&#8221; (реконструкция детского бассейна).",Архангельская   область,"400   000,00"
235,1086,Благотворительный фонд «АК БАРС   СОЗИДАНИЕ»,&#8220;Создание групп здоровья для   инвалидов разных возрастных категорий&#8221;. Поддержка остаточного здоровья   инвалидов разных возрастных групп средствами физкультурно-оздоровительной   деятельности.,Республика   Татарстан,"250   000,00"
236,1093,"Белгородская региональная организация   Всероссийской общественной организации ветеранов (пенсионеров) войны, труда,   Вооруженных сил и правоохранительных органов","&#8220;Ветеранам глубинки - постоянное   внимание и заботу&#8221;: конкретная поддержка малоимущих, людей пожилых   возрастов.",Белгородская   область,"110   000,00"
237,1095,Благотворительный фонд помощи детям   «Теплый дом»,Создание Семейного пункта   &#8220;Мастерская добра&#8221;  для семей   безработных граждан с детьми.,г.   Санкт-Петербург,"600   000,00"
238,1100,Региональное общественное учреждение   &#8220;Центр &#8220;Серло&#8221;,"&#8220;Подари улыбку детям&#8221;:   создание групп взаимопомощи и проведение психологических консультаций с   семьями, в которых есть дети с диагнозом онко-гематология.",Чеченская   Республика,"1 000   000,00"
239,1104,Брянская региональная общественная   организация - Клуб &#8220;Деловых женщин&#8221;,«Ответственное родительство в условиях   кризиса. Женский взгляд»: социальная поддержка и социальное обслуживание   незащищенных категорий граждан.,Брянская   область,"3 000   000,00"
240,1112,&#8220;Благотворительный фонд помощи   матерям наркозависимых детей «Реинтеграция».,&#8220;Начни жизнь заново&#8221;: создание   условий для социальной адаптации по возвращению наркозависимого человека к   полноценной жизни в обществе (создание рабочих мест).,Алтайский   край,"420   000,00"
241,1127,Читинская региональная общественная организация &#8220;Экологическая   инициатива&#8221;,"Социальная адресная поддержка граждан, оставшихся без работы в связи   с кризисом в регионе.",Забайкальский край,"2 415 000,00"
242,1130,Местная общественная организация   &#8220;Лобненское городское Психологическое общество&#8221;,"«Психологическая поддержка населения в   кризисный период»: реализация комплекса мероприятий, направленных на   нивелирование негативных психологических состояний граждан, вызванных   кризисной ситуацией.",Московская   область,"1 000   000,00"
243,1137,Негосударственное образовательное   учреждение дополнительного образования &#8220;Салаватская специализированная   детско-юношеская спортивная школа &#8220;Снайпер&#8221;,"&#8220;Во благо страны, в интересах   каждого&#8221;: организация физкультурно-оздоровительных мероприятий с   привлечением социально незащищенных категорий граждан в период негативного   изменения экономической ситуации.",Республика   Башкортостан,"1 000   000,00"
244,1141,Автономная некоммерческая организация   &#8220;Организация учащейся молодежи и детей Пермского края &#8220;Вектор   Дружбы&#8221;,&#8220;Дружный клуб - возможности без   границ!&#8221; Социализация и интеграции в общество детей-инвалидов   посредством творческого взаимодействия со здоровыми сверстниками через   организацию совместного досуга.,Пермский   край,"376   000,00"
245,1143,Свердловская областная общественная организация инвалидов и ветеранов   военных конфликтов &#8220;Арсенал&#8221;,"Оказание материальной помощи гражданам, попавшим в трудную жизненную   ситуацию в связи с кризисом в Шалинском, Каменском и Сосьвинском районах   Свердловской области.",Свердловская область,"9 843 750,00"
246,1149,«Национальная Инва-Академия искусств и   социальной реабилитации подрастающего поколения»,"Комплексная социализация инвалидов,   детей-сирот,  пострадавших от военных   действий и террористических актов, посредством включения их в творческий   труд, профессиональную подготовку.",г.   Москва,"1 000   000,00"
247,1155,"Общественная благотворительная   организация «Клуб Героев Советского Союза, Героев Российской Федерации и   полных кавалеров ордена Славы города Жуковского»",Адресная социальная помощь малоимущим   бывшим и действующим членам летно-испытательного состава и семьям погибших.,Московская   область,"500   000,00"
248,1158,Региональная общественная организация   ветеранов-подводников Санкт-Петербурга,"Целевая адресная социокультурная   программа &#8220;Морскому братству быть!&#8221; (реализация комплексных мер по   социализации уволенных военнослужащих, ветеранов-подводников, погибших   военнослужащих и их семей).",г.   Санкт-Петербург,"500   000,00"
249,1162,Некоммерческое партнерство   &#8220;Красноярский Центр Иппотерапии&#8221;,&#8220;Создание и поддержка в   Красноярском крае сети центров спортивной реабилитации детей инвалидов&#8221;.,Красноярский   край,"747   500,00"
250,1166,Благотворительный фонд Дианы Гурцкой   помощи незрячим и слабовидящим детям &#8220;По зову сердца&#8221;   (некоммерческая организация),"Фестиваль &#8220;Белая трость -   равноправие, интеграция, занятость&#8221; для незрячих людей.",г.   Москва,"1 000   000,00"
251,1167,Некоммерческое партнерство по развитию   социальных программ &#8220;Достояние Сибири&#8221;,"Совершенствование и развитие программы   по выявлению, поддержке и продвижению талантливых детей и молодежи в возрасте   от 10 до 20 лет из малоимущих и социально незащищенных слоев населения.",Новосибирская   область,"1 000   000,00"
252,1170,Региональный благотворительный фонд   &#8220;Реабилитация ребенка. Центр Г.Н. Романова&#8221;,Медицинская немедикаментозная   реабилитация детей-инвалидов с тяжелыми повреждения центральной и   периферической нервной системы (различные виды детского церебрального   паралича).,г.   Санкт-Петербург,"500   000,00"
253,1171,Российская Ассоциация социального   туризма,«Оздоровление и духовное развитие населения   средствами социального туризма»,г.   Москва,"1 500   000,00"
254,1175,Общероссийская общественная организация &#8220;Всероссийское   общество специалистов по МСЭ реабилитации и реабилитационной индустрии,"Комплексная психологическая реабилитация   детей с нарушениями функций опорно-двигательного аппарата и поражением   центральной нервной системы, осуществляемая на базе отделений клиник для   детей.",г.   Москва,"1 000   000,00"
255,1201,Автономная некоммерческая организация   &#8220;Социально-правовой центр исследований и поддержки инициатив&#8221;,"Создание системы общественного   попечительства и контроля за соблюдением прав лиц, находящихся в   специализированных социальных учреждениях.",г.   Москва,"2 660   000,00"
256,1213,Тульская региональная организация   Общероссийской общественной организации инвалидов войны в Афганистане.,Создание материально-технической базы   негосударственного (общественного) Центра реабилитации и интеграции инвалидов   войны.,Тульская   область,"800   000,00"
257,1217,Благотворительный фонд &#8220;Женщины-участницы локальных войн&#8221;,"Оказание адресной материальной помощи лицам, потерявшим работу в   связи с экономическим кризисом в г. Дербент Республики Дагестан.",Республика Дагестан,"3 018 750,00"
258,1218,Углегорская местная общественная   организация &#8220;Афалина&#8221;,"«В будущее с оптимизмом». Создание условий   для оздоровления, развития и активного отдыха детей из малообеспеченных,   многодетных и пострадавших от экономического кризиса семей, оказание   материальной помощи.",Сахалинская   область,"250   000,00"
259,1220,"Международный союз общественных   объединений «Конгресс по вопросам семьи, материнства и детства»",«Наше поколение: семья и подросток»:   программа поддержки социально уязвимых категорий населения.,г.   Москва,"4 000   000,00"
260,1241,Читинская региональная общественная организация &#8220;Выпускники   Президентской программы&#8221;,"Оказание материальной помощи гражданам, попавшим в трудную жизненную   ситуацию в связи с кризисом в пгт. Агинское и с. Новая Чара Забайкальского   края.",Забайкальский край,"4 280 000,00"
261,1242,"Печорская городская организация   ветеранов Коми республиканской общественной организации ветеранов  (пенсионеров) войны, труда, Вооруженных Сил   и правоохранительных органов",«Азбука Победы»: патриотическое   воспитание молодежи на основе социальной помощи ветеранам Великой   Отечественной войны и труженикам тыла.,Республика   Коми,"600   000,00"
262,1244,Калининградское региональное отделение общероссийской общественной   организации инвалидов &#8220;Ассоциация    молодых инвалидов России &#8220;АППАРЕЛЬ&#8221;,"Адресная материальная помощь лицам, потерявшим работу в связи с   экономическим кризисом  в городах   Мамоново и Янтарный Калининградской области.",Калининградская область,"1 123 500,00"
263,1246,Томский региональный общественный благотворительный фонд &#8220;Новое   развитие&#8221;,"Оказание материальной помощи гражданам, проживающим в г. Кедровом   Томской области, попавшим в трудную жизненную ситуацию в связи с   экономическим  кризисом.",Томская область,"1 284 000,00"
264,1248,Курганская региональная организация Общероссийской общественной   организации &#8220;Российский Союз ветеранов Афганистана&#8221;,"Оказание адресной благотворительной помощи лицам, оставшимся без   работы в связи с экономическим кризисом в Курганской области.",Курганская область,"1 872 500,00"
265,1249,Байкальский благотворительный фонд,"Социальная адресная поддержка граждан Республики Бурятия, попавших в   трудную жизненную ситуацию в связи с экономическим кризисом.",Республика Бурятия,"2 237 500,00"
266,1253,Некоммерческая организация &#8220;Фонд   &#8220;Спорт против наркотиков&#8221;,Комплексная социальная программа   активной профилактики наркомании и общего оздоровления молодежи средствами   пропаганды спорта и здорового образа жизни &#8220;Альтернатива&#8221;.,г.   Москва,"1 500   000,00"
267,1264,Благотворительный Фонд &#8220;Милосердие в образовании&#8221;,&#8220;Рука помощи &#8220;Ярдэм&#8221; Организация мероприятий по   адресной социальной поддержке оставшихся без работы граждан Республики   Татарстан и их семей в условиях ухудшения социально-экономической обстановки.,Республика Татарстан,"7 280 190,00"
268,1265,Региональная общественная организация   &#8220;Союз студентов Омской области&#8221;,«Дополнительное образование детей-сирот   из детских домов города Омска» (обучение иностранному языку и содействие в   подготовке к экзаменам при поступлении в ВУЗы).,Омская   область,"451   600,00"
269,1268,Российский профсоюз докеров,Развитие социального партнерства и   защита прав работников в условиях экономического кризиса.,г.   Санкт-Петербург,"2 000   000,00"
270,1269,"Автономная некоммерческая организация   центр социально-психологической помощи детям-сиротам и детям, оставшимся без   попечения родителей &#8220;Ради будущего&#8221;","&#8220;Дорогою Добра&#8221;: оказание   адресной помощи семьям, находящимся в трудной жизненной ситуации (многодетным   семьям, семьям с детьми-инвалидами и взявшим на воспитание детей-сирот).",Смоленская   область,"997   600,00"
271,1274,Общественное учреждение   &#8220;Экологическая приемная г. Томска&#8221;,"&#8220;Вместе весело шагать&#8221;: организация   совместных походов, эколого-туристических экспедиций детей-сирот и   &#8220;домашних&#8221; детей с целью социальной адаптации участников,   расширения круга друзей.",Томская   область,"500   000,00"
272,1277,Саратовская региональная общественная   организация трезвости и здоровья,Проект по продвижению идей здорового   образа жизни среди детей и подростков «Я выбираю здоровье! А ты?»,Саратовская   область,"868   244,00"
273,1284,Курганский областной общественный фонд ветеранов органов безопасности,"Адресная материальная помощь лицам, потерявшим работу в связи с   экономическим кризисом в Курганской области.",Курганская область,"2 648 250,00"
274,1289,Фонд развития физической культуры и   спорта имени ОЛИМПИЙСКОГО ЧЕМПИОНА АЛЕКСАНДРА САВИНА,"Организация летнего отдыха и спортивного   развития детей из семей, в которых родители потеряли работу в результате   кризиса, и социально незащищенных семей.",Калужская   область,"2 000   000,00"
275,1299,Некоммерческое партнерство   &#8220;Объединение санаторно-курортных и оздоровительных организаций   &#8220;Соцздрав&#8221;,"&#8220;Увольнение - начало новой жизни,   новые возможности&#8221; (реальная помощь в трудоустройстве безработным в   период финансового кризиса).",г.   Москва,"500   000,00"
276,1314,Славянский фонд России,&#8220;Благотворительность через   культуру&#8221;: культурно-массовые мероприятия для детей (проведение детских   и юношеских праздников).,г.   Москва,"1 000   000,00"
277,1316,Региональный общественный   благотворительный фонд социальной поддержки детей и молодежи &#8220;Правила   добра&#8221;,"&#8220;Cвязь поколений&#8221;: создание   рабочих мест для граждан, потерявших работу, в клубе социальной поддержки   детей и молодежи из семей, попавших в трудную жизненную ситуацию в условиях   экономического кризиса.",г.   Москва,"500   000,00"
278,1319,Региональный общественный фонд &#8220;Ага   спортивная&#8221;,"&#8220;Мир вокруг тебя&#8221;. Организация   туристических поездок школьников, детей из малообеспеченных семей в соседний   регион для ознакомления с природой, жизнью сверстников, познания просторов   Родины, расширения кругозора.",Республика   Бурятия,"498   000,00"
279,1321,Некоммерческая благотворительная   организация &#8220;Фонд христианских предпринимателей&#8221;,"&#8220;Спешите делать добро!&#8221;   Оказание финансовой помощи детским приютам и больным детям, медицинская и   моральная помощь заключенным и реабилитация.",г.   Москва,"5 000   000,00"
280,1323,Некоммерческий фонд &#8220;Национальный   фонд развития здравоохранения&#8221;,&#8220;Сдать кровь - спасти жизнь&#8221;:   возрождение и развитие безвозмездного массового донорства крови.,г.   Москва,"2 810   000,00"
281,1324,Тверская городская общественная   организация «Центр социальной реабилитации для женщин с ограниченными   возможностями и поддержки гражданских инициатив «Так живем»,&#8220;СТРОИМ БУДУЩЕЕ&#8221;: создание   условий и предпосылок к формированию общественного объединения семей с   детьми-инвалидами для продвижения своих интересов и преодоления социальной   изолированности.,Тверская   область,"737   360,00"
282,1329,Орловское областное отделение   общероссийской общественной организации &#8220;Всероссийское общество охраны   природы&#8221;,«Охранять природу - охранять Родину»   (создание регионального центра развития экологической культуры).,Орловская   область,"400   000,00"
283,1332,Майкопская городская общественная   организация &#8220;Центр психологической и паллиативной помощи больным   &#8220;Милосердие&#8221;,«Центр дневного пребывания   детей-инвалидов»: решение проблем изолированности детей-инвалидов от общества   и возможности трудоустройства их родителей на неполный рабочий день.,Республика   Адыгея,"700   000,00"
284,1347,Объединение организаций профсоюзов   Республики Северная Осетия-Алания,Участие Объединения профсоюзов   Республики Северная Осетия-Алания в ликвидации последствий грузинской   агрессии против Южной Осетии. Оказание помощи пострадавшим и их реабилитация.,Республика   Северная Осетия - Алания,"1 000   000,00"
285,1349,Автономная некоммерческая организация   &#8220;Кризисный центр для женщин&#8221;,Социальная поддержка и адаптация   населения депрессивных районов Вологодской области в условиях кризиса.,Вологодская   область,"650   000,00"
286,1369,Некоммерческая организация &#8220;Фонд   содействия общественным исследованиям &#8220;РУССО-БАЛТ&#8221;,"Помощь социально незащищенным категориям   российских граждан (пенсионеры, инвалиды, участники ВОВ), проживающим в   странах Прибалтики (Латвия, Литва, Эстония) и СНГ.",г.   Москва,"2 000   000,00"
287,1372,Брянская областная общественная   организация &#8220;Конно-спортивный клуб &#8220;Казачок&#8221;,"&#8220;Живая надежда&#8221;: поддержка,   реабилитация, социальное обслуживание в кризисный период детей-инвалидов и их   родителей на базе Центра иппотерапии.",Брянская   область,"1 000   000,00"
288,1379,Автономная некоммерческая организация   развития и поддержки кинематографии &#8220;Среда обитания&#8221;,"Всероссийская информационная кампания по   освещению деятельности институтов гражданского общества (НКО), работающих в   сфере поддержки и социального обслуживания малоимущих и социально   незащищенных категорий граждан.",г.   Москва,"4 000   000,00"
289,1384,Фонд поддержки инвалидов больных   рассеянным склерозом,"Оказание необходимой помощи инвалидам,   больным рассеянным склерозом в укреплении здоровья с использованием наиболее   доступных методов реабилитации.",Тверская   область,"294   170,00"
290,1387,Автономная некоммерческая организация   &#8220;Лаборатория социальной рекламы&#8221;,&#8220;Берегите детей!&#8221; Информационная   профилактическая кампания по технике безопасности и выживанию при опасности   криминального насилия над детьми.,Московская   область,"3 000   000,00"
291,1389,Фонд помощи инвалидам &#8220;АГНИЯ&#8221;,Информационное обеспечение адресной   благотворительной помощи малоимущим и социально незащищенным категориям   граждан и пострадавшим в результате экономического кризиса.,г.   Москва,"1 500   000,00"
292,1393,Региональная общественная организация   &#8220;Московское общество многодетных семей&#8221;,&#8220;Снижение социальной напряженности   путем оказания адресной материальной и социальной помощи остро нуждающимся   многодетным семьям&#8221;.,г.   Москва,"1 800   000,00"
