registy	uniqnum	name	ogrn	ogrndate	address	orgform	region	status
Общественные объединения	2512010175	Общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов Фрунзенского района г. Владивостока	1022500001336	12.11.2002	"690091, Примороский край, г. Владивосток, ул. 1-я Морская, д. 8 ""А"	Общественная организация	Приморский край	Зарегистрирована
Общественные объединения	2512110026	Первичная общественная профсоюзная организация работников правоохранительных органов г. Владивостока  объединения профсоюзов России СОЦПРОФ - общероссийское объединение профсоюзов			690048, Приморский край, г. Владивосток, ул. Ильичева, д. 31	Профессиональный союз	Приморский край	Зарегистрирована
Общественные объединения	2512010232	Общественная организация ветеранов войны, труда, Вооруженных Сил и правоохранительных органов Первомайского района г.Владивостока	1052500015842	05.09.2005	690021, Приморский край, г.Владивосток, ул.Черемуховая, д.6	Общественная организация	Приморский край	Зарегистрирована
Общественные объединения	2512010587	Приморская краевая общественная организация  ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1022500002447	02.12.2002	690007, Приморский край, г.Владивосток,  ул.1-я Морская, д.2, кв.113	Общественная организация	Приморский край	Зарегистрирована
Общественные объединения	2512110181	"Приморская краевая общественная организация ""Профессиональный союз военнослужащих и сотрудников правоохранительных органов Приморского края"	1032500012775	13.11.2003	690600,Приморский край, г. Владивосток, ул. Аллилуева, д. 6, кв. 2	Профессиональный союз	Приморский край	Зарегистрирована
Общественные объединения	2512010855	Общественная организация ветеранов войны, труда, Вооруженных Сил и правоохранительных органов Первореченского района г. Владивостока	1032500008683	27.02.2003	690048, Приморский край, г. Владивосток, ул. Овчинникова, д. 26	Общественная организация	Приморский край	Зарегистрирована
Общественные объединения	2512011365	"Приморская общественная организация ""Ветеранов правоохранительных органов и Вооруженных Сил"	1072500003245	06.08.2007	690005, Приморский край, г. Владивосток, ул. Калинина, д. 29-А	Общественная организация	Приморский край	Исключена
Общественные объединения	2512011901	Надеждинская районная общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1112500000304	15.02.2011	692481, Приморский край, с.Вольно-Надеждинское, ул.Пушкина, д.51	Общественная организация	Приморский край	Зарегистрирована
Общественные объединения	2512012037	Дальнегорский районный Союз инвалидов Великой Отечественной войны, Вооруженных Сил  и правоохранительных органов	1042500000795	07.04.2004	692430, Приморский край,г. Дальнегорск ул. Суханова 13	Общественная организация	Приморский край	Исключена
Некоммерческие организации	6014010067	"Фонд поддержки правоохранительных органов ""Содействие"	1106000001260	03.11.2010	ул. Комсомольская, д. 10, г. Великие Луки, Псковская область, 182100	Некоммерческий фонд	Псковская область	Зарегистрирована
Некоммерческие организации	6014010009	"Фонд поддержки инвалидов и пенсионеров правоохранительных органов и суда г. Великие Луки и Великолукского района ""Гермес"	1036000105206	29.08.2003	Псковская областьт, г.Великие Луки, ул. Есенина, д.2/11	Некоммерческий фонд	Псковская область	Исключена
Общественные объединения	6012010176	Дедовичская районная общественная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1036000902860	29.01.2003	пгт. Дедовичи, пл. Советов 7	Общественная организация	Псковская область	Исключена
Общественные объединения	6012010079	Псковская  городская организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1026000003941	27.11.2002	почтовый индекс 180000, г.Псков, Октябрьский пр., д.18	Общественная организация	Псковская область	Зарегистрирована
Общественные объединения	6012010171	Печорская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1026000005547	16.12.2002	г. Печоры, ул. Гагарина 14	Общественная организация	Псковская область	Исключена
Общественные объединения	6012010008	Районная организация ветеранов войны, труда, Вооруженных сил и правоохранительных органов Плюсского района	1036000900704	08.01.2003	п.Плюсса, ул.Комсомольская, 1	Общественная организация	Псковская область	Зарегистрирована
Общественные объединения	6012010136	Палкинская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооружённых сил и правоохранительных органов	1026000004238	03.12.2002	рабочий посёлок Палкино, Палкинского района Псковской области, ул. Островская д.23	Общественная организация	Псковская область	Зарегистрирована
Общественные объединения	6012010138	Пустошкинская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны и труда, Вооруженных Сил и правоохранительных органов	1026000004250	04.12.2002	г. Пустошка, пер. Революции 39	Общественная организация	Псковская область	Зарегистрирована
Общественные объединения	6012010157	"Псковское региональное отделение общественной организации ""Общероссийский союз инвалидов внутренних войск, Вооруженных Сил, пограничных войск, служб безопасности, спорта и правоохранительных органов"	1026000007021	28.12.2002	пр. Октябрьский 48	Общественная организация	Псковская область	Исключена
Некоммерческие организации	6014010026	Псковский областной фонд поддержки правоохранительных органов	1036000315911	26.05.2003	г. Псков, ул. Коммунальная, д. 41	Некоммерческий фонд	Псковская область	Зарегистрирована
Некоммерческие организации	6014010010	"Фонд поддержки правоохранительных органов ""ПРАВОПОРЯДОК"	1026000906161	23.12.2002	Псковская область, г. Великие Луки, ул. Некрасова, д.17 а	Некоммерческий фонд	Псковская область	Зарегистрирована
Общественные объединения	6012010080	Псковская областная организация  Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1026000002060	23.09.2002	г.Псков, ул. Свердлова 36	Общественная организация	Псковская область	Зарегистрирована
Общественные объединения	6012010089	Великолукская городская первичная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1026000003468	22.11.2002	г.Великие Луки, ул.Пионерская, 22	Общественная организация	Псковская область	Зарегистрирована
Общественные объединения	6012010074	"Псковская региональная организация общероссийской общественной организации ""Ассоциация работников правоохранительных органов и специальных служб Российской Федерации"	1046000900758	06.02.2004	Псковская область, г. Псков, ул. Красноармейская д. 26	Общественная организация	Псковская область	Зарегистрирована
Некоммерческие организации	6014010031	"Некоммерческая организация ""Псковский областной фонд социальной поддержки ветеранов подразделений специального назначения правоохранительных органов и спецслужб"	1026000980653	27.12.2002	г.Псков, ул.Советская, 93-а	Некоммерческий фонд	Псковская область	Исключена
Общественные объединения	0112010105	Майкопское городское отделение общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органовРеспублики Адыгея	1030100001315	30.09.2003	Республика Адыгея, г. Майкоп, ул. Краснооктябрьская, 31.	Общественная организация	Республика Адыгея (Адыгея)	Зарегистрирована
Общественные объединения	0112010128	Шовгеновская районная общественная организация ветеранов (пенсионеров) войны труда, Вооруженных Сил и правоохранительных органов Республики Адыгея	1040100001886	14.05.2004	Республика Адыгея, Шовгеновскмй район, а. Хакуринохабль, ул. Шовгенова, 9.	Общественная организация	Республика Адыгея (Адыгея)	Зарегистрирована
Общественные объединения	0112010181	Общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов Красногвардейского района	1040100001732	26.03.2004	Республика Адыгея, Красногвардейский район, с. Красногвардейское, ул.Чапаева, 93.	Общественная организация	Республика Адыгея (Адыгея)	Зарегистрирована
Общественные объединения	0112010047	Общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов Республики Адыгея	1020100003461	20.12.2002	Республика Адыгея, г. Майкоп, ул. Крестьянская, 236	Общественная организация	Республика Адыгея (Адыгея)	Зарегистрирована
Общественные объединения	0112010217	Кошехабльское районное отделение Общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов Республики Адыгея	1100100000110	21.05.2010	РА, Кошехабльский район, а. Кошехабль, ул. Промышленнная, 33	Общественная организация	Республика Адыгея (Адыгея)	Зарегистрирована
Общественные объединения	0112010241	Адыгейское городское отделение Общественной организации ветеранов (пенсионеров) воины, труда, Вооруженных Сил и правоохранительных органов Республики Адыгея	1110100000251	04.05.2011	Республика Адыгея, г. Адыгейск, ул. Ленина, 31, кв. 103.	Общественная организация	Республика Адыгея (Адыгея)	Зарегистрирована
Общественные объединения	0212010016	Местная общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов г.Горно-Алтайска	1020400000620	28.11.2002	пр. Коммунистический, 9,кв. 3	Общественная организация	Республика Алтай	Зарегистрирована
Общественные объединения	0212010156	Республиканская общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов Республики Алтай	1030400000234	10.01.2003	ул. Эркемена Палкина, 1, офис 101	Общественная организация	Республика Алтай	Зарегистрирована
Общественные объединения	0312019003	Балтачевская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных организаций	1030200011368	01.03.2003	452980, Республика Башкортостан, Балтачевский район, с. Старобалтачево, ул. Советская, д. 52	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312018979	Общественная организация Стерлибашевский районный Совет ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200025503	23.10.2003	453180, Республика Башкортостан, Стерлибашевский район, село Стерлибашево, ул. Маркса, д. 97	Общественная организация	Республика Башкортостан	Исключена
Общественные объединения	0312011264	Бураевская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1020200009378	10.01.2003	452960, Республика Башкортостан, Бураевский район, с. Бураево, ул. Ленина, 104	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012320	Октябрьская городская организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200021301		452600, Республика Башкортостан, г. Октябрьский, ул. Губкина, д. 35	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312010488	Абзелиловская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1110200005508	23.11.2011	453620, Республика Башкортостан, Абзелиловский район, с. Аскарово, ул. Ленина, д. 41, кв. 215	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312010368	"Региональная общественная организация ""по защите прав и законных интересов сотрудников правоохранительных органов, а так же их семей по Республике Башкортостан"" ""КРЕПОСТЬ"	1110200003297	27.06.2011	450092, Республика Башкортостан, г. Уфа, ул. Софьи Перовской, д. 19, корп. 2, кв. 45	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312010631	Хайбуллинская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда Вооруженных сил и правоохранительных органов	1120200001943	20.04.2012	453800, Республика Башкортостан, Хайбуллинский район, с. Акъяр, ул. Мусы гареева д. 40, кв. 19	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312010010	Башкирская республиканская общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1020200000325	30.08.2002	450000, Республика Башкортостан, г. Уфа, ул. Пушкина, д. 95, кв. 109	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012263	Миякинская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200020070	18.04.2003	452080, Республика Башкортостан, Миякинский район, с. Киргиз-Мияки, ул. Губайдуллина, 106	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012228	Чекмагушевская общественная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200019596	16.04.2003	Республика Башкортостан, Чекмагушевский район, с. Чекмагуш, ул. Мира, д. 23	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012260	Бакалинская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200019970	16.04.2003	452651, Республика Башкортостан, Бакалинский район, с. Бакалы, ул. Ленина, 114	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012246	Ишимбайская городская и районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200019827	16.04.2003	453200, Республика Башкортостан, г. Ишимбай, ул. Стахановская, д. 67, кабинет 47	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012305	Янаульская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил иправоохранительных органов	1030200021092	07.05.2003	452800, Республика Башкортостан, г. Янаул, ул. Азина. 32	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012300	Бирская городская и районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200021004	06.05.2003	452450, Республика Башкортостан, г. Бирск, ул. Курбатова, 63	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312032254	Региональное отделение общероссийского общественного благотворительного фонда поддержки военнослужащих (сотрудников) и гражданского персонала Вооруженных сил Российской Федерации, других войск и воинских формирований, специальных служб и правоохранительных органов Российской Федерации «Национальный военный фонд» Республики Башкортостан	1030200019915	15.04.2003	450022, Республики Башкортостан, Уфимский район, г. Уфа, ул. Менделеева, д. 23	Общественный фонд	Республика Башкортостан	Исключена
Общественные объединения	0312012238	Татышлинская районная организа-ция Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200019740	16.04.2003	ул. Ленина, 73	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012258	Кармаскалинское районное отделе-ние Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200019959	16.04.2003	453020, Республика Башкортостан, Кармаскалинский район, с. Кармаскалы, ул. Кирова, д. 40	Общественная организация	Республика Башкортостан	Исключена
Общественные объединения	0312012311	Калининская районная организация г. Уфы Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200021169	07.05.2003	ул. Хмельницкого,53	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012272	Федоровская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1030200020322	21.04.2003	453280, Республика Башкортостан, Федоровский район, с. Федоровка, ул.Ленина, д.48	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012442	Благовещенская районная организация Башкирской республиканской общественной организации ветеранов войны, труда, Вооруженных Сил и правоохранительных органов	1040200000785	23.01.2004	453430, Республика Башкортостан, г. Благовещенск, ул.Советская, д.4	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012297	Краснокамская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, вооруженных Сил и правоохранительных органов	1030200012655	05.03.2003	452930, Республика Башкортостан, Краснокамский район, п. Николо-Березовка, ул. Маркса, 4 а	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012257	Уфимская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200019948	16.04.2003	450000, Республика Башкортостан, г. Уфа, ул. Цюрупы, 6	Общественная организация	Республика Башкортостан	Исключена
Общественные объединения	0312012273	Мишкинская районная организация Башкирской Республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200020333	21.04.2003	Республика Башкортостан, Мишкинский район, с. Мишкино, ул.Ленина, д. 85	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012274	Белебеевская гордская и районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1030200020344	18.04.2003	Республика Башкортостан, г. Белебей, ул. Красная, д. 116	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012275	Нефтекамская городская организация Башкирской республиканской общественной организации ветарнов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200020355	18.04.2003	452680,Республика Башкортостан, г. Нефтекамск, ул.Комсомольская, д.42, корп. Б	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012244	Уфимская городская организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200019805	16.04.2003	Республика башкортостан, Советский район, г. Уфа, ул. Цюрупы, д. 95	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012277	Салаватская городская организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200020410	18.04.2003	"Республика Башкортостан, г. Салават, ул.Первомайская, ул.18, корп. ""а"	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012270	Кугарчинская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200020300	18.04.2003	453330, Республика Башкортостан, Кугарчинский район. с. Мраково, ул. Ленина, 49	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012240	Дуванская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200019761	16.04.2003	452530, Республика Башкортостан, Дуванский район, с. Месягутово, ул. Коммунистическая, 16	Общественная организация	Республика Башкортостан	Исключена
Общественные объединения	0312011256	Октябрьская районная организация г. Уфы Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1030200000071	09.01.2003	450059, Республика Башкортостан, г. Уфа, ул. Р.Зорге, д. 33, к. 101	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012268	Караидельская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200020289	18.04.2003	452360, Республика Башкортостан, Караидельский район, с. Караидель, ул. Ленина, 21а - 11	Общественная организация	Республика Башкортостан	Исключена
Общественные объединения	0312012230	Благоварская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200019629	16.04.2003	Республика Башкортостан, Благоварский район, с. Языково, ул. Ленина, д. 37	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012267	Аскинское районное отделение Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200020278	18.04.2003	452880, Республика Башкортостан, Аскинский район, с. Аскино, ул. Советская,  д.17	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012266	Куюргазинская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200020267	18.04.2003	453300, Республика Башкортостан, Куюргазинский район, п. Ермолаево, ул. Советская, д. 69	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012265	Туймазинская городская и районная общественная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200020256	18.04.2003	452750, Республика Башкортостан, ул. Туймазы, ул. Чапаева, 2/1	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012227	Бижбулякская районная общественная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) вой-ны, труда, Вооруженных Сил и правоохранительных органов	1030200019585	16.04.2003	452040, Республика Башкортостан, Бижбулякский район, с. Бижбуляк, Центральная, д. 59	Общественная организация	Республика Башкортостан	Исключена
Общественные объединения	0312012291	Ленинская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200020949	05.05.2003	450077, Республика Башкортостан, г. Уфа, ул. Революционная, д.16, кв.13 (ул. Ленина, д. 9, корпус 11, комната 1)	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312010469	"Башкирская республиканская общественная организация инвалидов органов безопасности, пограничных войск и правоохранительных органов ""Арес"	1030200002777	28.01.2003	ул. Коммунистическая, д.43	Общественная организация	Республика Башкортостан	Исключена
Общественные объединения	0312019047	Кировская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1080200001199	04.04.2008	450077, Республика Башкортостан, г. Уфа, ул. Достоевского, д. 106	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012301	Давлекановская городская и районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда. Вооруженных Сил и правоохранительных органов	1030200021015	06.05.2003	453402, Республика Башкортостан, г. Давлеканово, ул. Красная Площадь, 9-54	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012299	Кумертауская городская организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны , труда, Вооруженных Сил и правоохранительных органов	1030200020993	06.05.2003	453300 Республика Башкортостан, г. Кумертау, ул. Ленина, д. 23	Общественная организация	Республика Башкортостан	Зарегистрирована
Общественные объединения	0312012302	Альшеевская районная организация Башкирской республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1030200021060	06.05.2003	452210, Республика Башкортостан, Альшеевский район, п. Раевский, ул. Ленина, 113	Общественная организация	Республика Башкортостан	Исключена
